Process ID: [2421853] | Arguments:
    all_files: True
    file: Bio-Medical
    model: llama-2-7b-chat-hf
    temperature: 1.0
    top_p: 1.0
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    save_dir: ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    assist_model: gpt-4
    prompt_path: ./prompt/generate_fact_ins.txt
Process ID: [2421853] | Loading data from ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 200
Process ID: [2421853] | Loading exist data from ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 0
   0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 0 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
   0%|▎                                                              | 1/200 [00:12<42:09, 12.71s/it]   1%|▋                                                              | 2/200 [00:19<30:26,  9.23s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 2 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
 60%|████████████████████████████████████▎                        | 119/200 [06:28<04:19,  3.20s/it] 60%|████████████████████████████████████▌                        | 120/200 [06:30<04:06,  3.09s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 120 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 60%|████████████████████████████████████▉                        | 121/200 [06:35<04:30,  3.43s/it] 61%|█████████████████████████████████████▏                       | 122/200 [06:43<06:20,  4.87s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 122 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 62%|█████████████████████████████████████▌                       | 123/200 [06:44<04:43,  3.68s/it] 62%|█████████████████████████████████████▊                       | 124/200 [06:48<05:02,  3.98s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 124 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 62%|██████████████████████████████████████▏                      | 125/200 [06:52<04:57,  3.97s/it] 63%|██████████████████████████████████████▍                      | 126/200 [06:53<03:43,  3.03s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 126 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 64%|██████████████████████████████████████▋                      | 127/200 [06:56<03:30,  2.88s/it] 64%|███████████████████████████████████████                      | 128/200 [06:59<03:37,  3.02s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 128 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 64%|███████████████████████████████████████▎                     | 129/200 [07:01<03:20,  2.82s/it] 65%|███████████████████████████████████████▋                     | 130/200 [07:04<03:21,  2.87s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 130 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 66%|███████████████████████████████████████▉                     | 131/200 [07:05<02:38,  2.29s/it] 66%|████████████████████████████████████████▎                    | 132/200 [07:06<02:03,  1.82s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 132 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 66%|████████████████████████████████████████▌                    | 133/200 [07:12<03:16,  2.94s/it] 67%|████████████████████████████████████████▊                    | 134/200 [07:15<03:26,  3.13s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 134 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 68%|█████████████████████████████████████████▏                   | 135/200 [07:19<03:42,  3.42s/it] 68%|█████████████████████████████████████████▍                   | 136/200 [07:22<03:27,  3.25s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 136 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 68%|█████████████████████████████████████████▊                   | 137/200 [07:32<05:34,  5.31s/it] 69%|██████████████████████████████████████████                   | 138/200 [07:37<05:20,  5.16s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 138 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 70%|██████████████████████████████████████████▍                  | 139/200 [07:39<04:23,  4.32s/it] 70%|██████████████████████████████████████████▋                  | 140/200 [07:41<03:34,  3.58s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 140 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 70%|███████████████████████████████████████████                  | 141/200 [07:47<04:03,  4.13s/it] 71%|███████████████████████████████████████████▎                 | 142/200 [07:50<03:39,  3.78s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 142 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
 72%|███████████████████████████████████████████▌                 | 143/200 [07:54<03:46,  3.98s/it] 72%|███████████████████████████████████████████▉                 | 144/200 [08:00<04:08,  4.44s/it]Process ID: [2457271] | Model: llama-2-7b-chat-hf | File: Open-Domain | Saving 144 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Open-Domain.json
